Time_s,Longitude_deg,Latitude_deg,Altitude_m,Velocity_U_mps,Velocity_V_mps,Velocity_W_mps
0,279,49,25000,0,0,0
3.15544E-30,279,49,25000,0,0,0
4.42083E-13,279,49,25000,-5.22709E-15,2.01276E-14,1.15088E-17
4.42083E-13,279,49,25000,-5.2271E-15,2.01276E-14,1.15089E-17
0.005301624,279,49,25000,-6.26853E-05,0.000241377,1.38018E-07
0.010603247,279,49,25000,-0.000125353,0.000482688,2.76036E-07
0.015904871,279,49,25000,-0.000188003,0.00072393,4.14052E-07
0.039142305,279,49,25000,-0.000462408,0.001780559,1.01898E-06
0.062379739,279,49,25000,-0.000736478,0.002835901,1.62388E-06
0.085617173,279,49,25000,-0.001010209,0.003889936,2.22876E-06
0.108854607,279,49,25000,-0.0012836,0.004942661,2.83362E-06
0.183924174,279,49.00000001,25000,-0.002164482,0.008334606,4.78748E-06
0.25899374,279,49.00000001,25000,-0.003041836,0.011712966,6.74109E-06
0.334063306,279,49.00000002,25000,-0.003915682,0.015077819,8.69442E-06
0.409132873,279,49.00000003,25000,-0.004786041,0.018429247,1.06475E-05
0.6,279,49.00000007,25000,-0.006983396,0.026890436,1.56117E-05
0.6,279,49.00000007,25000,-0.006983396,0.026890436,1.56117E-05
0.6,279,49.00000007,25000,-0.006983396,0.026890436,1.56117E-05
0.622938207,279,49.00000008,25000.00001,-0.00724587,0.027901125,1.62082E-05
0.645876414,279,49.00000008,25000.00001,-0.007508034,0.028910621,1.68046E-05
0.668814621,279,49.00000009,25000.00001,-0.007769882,0.029918899,1.7401E-05
0.691752828,279,49.0000001,25000.00001,-0.008031414,0.03092596,1.79973E-05
0.783505656,279,49.00000012,25000.00001,-0.009074626,0.034942982,2.03824E-05
0.875258483,278.9999999,49.00000015,25000.00001,-0.010112935,0.03894112,2.27669E-05
0.967011311,278.9999999,49.00000019,25000.00001,-0.01114629,0.042920184,2.51508E-05
1,278.9999999,49.0000002,25000.00001,-0.011516612,0.044346154,2.60077E-05
1.042936137,278.9999999,49.00000022,25000.00001,-0.011997268,0.046196984,2.71229E-05
1.085872274,278.9999999,49.00000024,25000.00002,-0.012476875,0.048043771,2.82379E-05
1.12880841,278.9999999,49.00000026,25000.00002,-0.012955413,0.049886443,2.93528E-05
1.278744148,278.9999999,49.00000033,25000.00002,-0.014618852,0.056291728,3.32449E-05
1.428679885,278.9999998,49.00000041,25000.00003,-0.016269745,0.062648705,3.71352E-05
1.578615622,278.9999998,49.0000005,25000.00003,-0.017907984,0.068956955,4.10233E-05
1.728551359,278.9999998,49.00000059,25000.00004,-0.019533625,0.0752167,4.49092E-05
2,278.9999997,49.00000079,25000.00005,-0.022447402,0.086436588,5.19363E-05
2.079028731,278.9999997,49.00000085,25000.00006,-0.023286303,0.089666889,5.3981E-05
2.158057461,278.9999996,49.00000092,25000.00006,-0.024121926,0.09288457,5.60249E-05
2.237086192,278.9999996,49.00000099,25000.00007,-0.024954221,0.096089436,5.80681E-05
2.539803066,278.9999995,49.00000127,25000.00008,-0.028114233,0.108257503,6.58875E-05
2.842519939,278.9999994,49.00000158,25000.00011,-0.031227735,0.120246488,7.36949E-05
3,278.9999993,49.00000175,25000.00012,-0.032829119,0.126412851,7.77512E-05
3.131869239,278.9999992,49.00000191,25000.00013,-0.0341574,0.131527593,8.11441E-05
3.263738478,278.9999992,49.00000207,25000.00014,-0.035477269,0.136609953,8.45344E-05
3.395607717,278.9999991,49.00000223,25000.00015,-0.036788627,0.141659543,8.79218E-05
3.759460215,278.9999989,49.00000272,25000.00018,-0.040367772,0.155441606,9.26147E-05
4,278.9999988,49.00000307,25000.0002,-0.042700557,0.164424375,9.03649E-05
4.178105731,278.9999987,49.00000334,25000.00022,-0.044405683,0.170990249,8.45161E-05
4.320478999,278.9999986,49.00000356,25000.00023,-0.045759323,0.176202669,7.75796E-05
4.462852267,278.9999985,49.00000379,25000.00024,-0.047103734,0.181379564,6.83254E-05
4.605225535,278.9999984,49.00000403,25000.00025,-0.048439017,0.186521315,5.66832E-05
5,278.9999981,49.00000472,25000.00026,-0.052099218,0.200615595,1.2346E-05
5.166010145,278.999998,49.00000503,25000.00026,-0.053615232,0.206453296,-1.29974E-05
5.29473534,278.9999979,49.00000527,25000.00026,-0.054783559,0.210952168,-3.4924E-05
5.423460535,278.9999978,49.00000552,25000.00025,-0.055944839,0.215423909,-5.91532E-05
5.55218573,278.9999977,49.00000577,25000.00024,-0.057099143,0.219868796,-8.57344E-05
6,278.9999974,49.00000669,25000.00017,-0.061066042,0.235144184,-0.00019588
6.151272898,278.9999972,49.00000701,25000.00014,-0.0623853,0.240224281,-0.000240773
6.26977994,278.9999971,49.00000727,25000.00011,-0.063413118,0.244182125,-0.000278217
6.388286982,278.999997,49.00000754,25000.00007,-0.064435353,0.248118482,-0.000317955
6.506794024,278.9999969,49.0000078,25000.00003,-0.065452057,0.252033544,-0.000360023
6.965977624,278.9999965,49.00000888,24999.99982,-0.069344323,0.267021677,-0.000544234
7,278.9999965,49.00000896,24999.9998,-0.069629607,0.26812024,-0.000559351
7.134683601,278.9999963,49.00000929,24999.99971,-0.070752551,0.272444431,-0.000621964
7.245179112,278.9999962,49.00000956,24999.99964,-0.071669233,0.275974359,-0.000675594
7.355674622,278.9999961,49.00000984,24999.99956,-0.072581377,0.279486822,-0.00073151
7.466170133,278.999996,49.00001012,24999.99947,-0.073489018,0.282981949,-0.000789743
7.92004302,278.9999955,49.0000113,24999.99905,-0.077174367,0.297173467,-0.001052304
8,278.9999954,49.00001152,24999.99896,-0.077816178,0.29964496,-0.001102787
8.14722478,278.9999953,49.00001192,24999.99879,-0.0789896,0.304163592,-0.001200267
8.265349783,278.9999952,49.00001224,24999.99864,-0.079926168,0.307770149,-0.001281425
8.383474786,278.999995,49.00001257,24999.99848,-0.080857889,0.311358055,-0.001365547
8.501599788,278.9999949,49.00001291,24999.99831,-0.081784804,0.314927458,-0.001452671
9,278.9999943,49.00001435,24999.99748,-0.085647613,0.329802594,-0.001852153
9.168135809,278.9999941,49.00001486,24999.99715,-0.086929539,0.33473915,-0.002001122
9.336271617,278.9999939,49.00001537,24999.99679,-0.08820247,0.339641086,-0.002156573
9.504407426,278.9999937,49.00001589,24999.9964,-0.0894663,0.344507995,-0.002318749
9.966400999,278.9999931,49.00001735,24999.99521,-0.092897494,0.357721322,-0.002796572
10,278.9999931,49.00001745,24999.99512,-0.093144527,0.358672638,-0.002833351
10.20809477,278.9999928,49.00001813,24999.99449,-0.094662713,0.364519137,-0.003070407
10.37743683,278.9999926,49.00001869,24999.99394,-0.095889352,0.369242922,-0.003270804
10.54677888,278.9999924,49.00001926,24999.99335,-0.097107319,0.373933338,-0.003478764
10.71612094,278.9999921,49.00001984,24999.99274,-0.098316701,0.378590714,-0.003694395
11,278.9999918,49.00002081,24999.99161,-0.100327394,0.38633402,-0.004072253
11.23858206,278.9999914,49.00002165,24999.99058,-0.101995115,0.392756575,-0.004409989
11.43254386,278.9999912,49.00002235,24999.98967,-0.103340091,0.397936238,-0.004695307
11.62650567,278.9999909,49.00002305,24999.98872,-0.104674421,0.403074951,-0.004991487
11.82046747,278.9999906,49.00002376,24999.9877,-0.105998223,0.408173159,-0.005298684
12,278.9999903,49.00002442,24999.9867,-0.107215735,0.412862048,-0.005592278
12.27265887,278.9999899,49.00002544,24999.98507,-0.109043284,0.419900387,-0.006060587
12.49104755,278.9999896,49.00002628,24999.98368,-0.110494146,0.425488066,-0.006450492
12.70943622,278.9999893,49.00002712,24999.9822,-0.111932362,0.431027108,-0.006855337
12.9278249,278.9999889,49.00002798,24999.98063,-0.113358086,0.436518097,-0.007275336
13,278.9999888,49.00002826,24999.98009,-0.113827132,0.438324575,-0.00741723
13.25307232,278.9999884,49.00002927,24999.9781,-0.115457971,0.444605624,-0.007930649
13.50614463,278.999988,49.00003029,24999.97598,-0.117073035,0.450826017,-0.008464727
13.75921695,278.9999876,49.00003133,24999.97372,-0.118672183,0.456985199,-0.009020233
14,278.9999872,49.00003232,24999.97145,-0.120181219,0.462797378,-0.009566958
14.32692406,278.9999867,49.0000337,24999.96811,-0.122202078,0.470581037,-0.010348033
14.59293445,278.9999862,49.00003484,24999.96521,-0.123829478,0.476849337,-0.011008756
14.85894485,278.9999858,49.00003599,24999.96213,-0.125440339,0.483054067,-0.011694944
15,278.9999855,49.00003661,24999.9604,-0.126285862,0.48631093,-0.012072501
15.31718487,278.999985,49.00003801,24999.95634,-0.128173261,0.493581056,-0.012944091
15.63436974,278.9999844,49.00003944,24999.952,-0.130038736,0.500766947,-0.013852571
15.95155461,278.9999838,49.00004088,24999.94736,-0.131882135,0.507867997,-0.014799328
16,278.9999837,49.0000411,24999.94663,-0.132162166,0.508946731,-0.014946908
16.39334062,278.999983,49.00004292,24999.94033,-0.134410811,0.517609151,-0.016188259
16.70743378,278.9999824,49.0000444,24999.93499,-0.136185386,0.524445533,-0.01721905
17,278.9999819,49.00004579,24999.92969,-0.137819304,0.530740277,-0.018216338
17.31409316,278.9999813,49.00004731,24999.92368,-0.139554008,0.537423493,-0.019325793
17.62818632,278.9999807,49.00004884,24999.91731,-0.141269474,0.544032857,-0.020475278
17.94227948,278.9999801,49.00005039,24999.91057,-0.142965549,0.550567764,-0.021666182
18,278.9999799,49.00005068,24999.9093,-0.143275587,0.55176235,-0.021889536
18.44114493,278.9999791,49.00005289,24999.89898,-0.145616064,0.560780634,-0.023657335
18.78915432,278.9999784,49.00005466,24999.89034,-0.147439293,0.567806215,-0.025109142
19,278.9999779,49.00005575,24999.88478,-0.148530355,0.572010722,-0.026025056
19.34800938,278.9999772,49.00005756,24999.87527,-0.150317061,0.578896152,-0.027576773
19.69601876,278.9999765,49.00005938,24999.86521,-0.152082616,0.58570049,-0.029192289
20,278.9999759,49.000061,24999.85592,-0.15360619,0.591572597,-0.030663138
20.37861365,278.9999751,49.00006303,24999.8437,-0.155481377,0.598800274,-0.0325718
20.7572273,278.9999742,49.00006509,24999.83075,-0.157332868,0.605937173,-0.034568184
21,278.9999737,49.00006642,24999.82194,-0.158504772,0.610454833,-0.035908533
21.38349047,278.9999729,49.00006854,24999.80746,-0.160339557,0.617528211,-0.038093823
21.76698095,278.999972,49.00007069,24999.79214,-0.162151252,0.624513206,-0.040381715
22,278.9999715,49.00007201,24999.78227,-0.163237954,0.628703372,-0.041838433
22.38960582,278.9999706,49.00007423,24999.76514,-0.165039602,0.635650635,-0.044349703
22.77921165,278.9999697,49.00007648,24999.74702,-0.166818594,0.642511269,-0.046980471
23,278.9999692,49.00007776,24999.73615,-0.167813809,0.6463497,-0.048543377
23.3969251,278.9999683,49.00008009,24999.71592,-0.169588777,0.653195964,-0.05143572
23.79385021,278.9999674,49.00008243,24999.69451,-0.171341375,0.65995679,-0.054466763
24,278.9999669,49.00008367,24999.68275,-0.172239909,0.663423419,-0.056117444
24.40538317,278.9999659,49.0000861,24999.65886,-0.173993798,0.670190535,-0.059451946
24.81076634,278.9999649,49.00008856,24999.6336,-0.175725471,0.676872923,-0.062946933
25,278.9999645,49.00008972,24999.62112,-0.176523367,0.679952408,-0.064657736
25.41485885,278.9999635,49.00009228,24999.59295,-0.178260773,0.686658409,-0.068501283
25.82971769,278.9999625,49.00009486,24999.56316,-0.179976011,0.69328,-0.07252992
26,278.999962,49.00009593,24999.55022,-0.180670872,0.69596296,-0.074263799
26.18155084,278.9999616,49.00009707,24999.53606,-0.181407197,0.69880623,-0.076153129
26.18155084,278.9999616,49.00009707,24999.53606,-0.181407197,0.69880623,-0.076153129
26.60662925,278.9999605,49.00009976,24999.50207,-0.183121408,0.705426099,-0.080663106
27,278.9999595,49.00010227,24999.46882,-0.184687395,0.711474846,-0.085022082
27.42507841,278.9999584,49.00010501,24999.43092,-0.186358263,0.717929955,-0.089925179
27.85015682,278.9999573,49.00010777,24999.39092,-0.188007951,0.724304741,-0.095025303
28,278.999957,49.00010875,24999.37603,-0.188581947,0.72652334,-0.096893297
28.51181027,278.9999556,49.00011212,24999.32362,-0.190528263,0.734047171,-0.103404706
29,278.9999543,49.00011537,24999.27042,-0.192356983,0.741118765,-0.109881046
29.51181027,278.999953,49.0001188,24999.21113,-0.19424507,0.748422251,-0.116944821
30,278.9999517,49.00012211,24999.15111,-0.19601946,0.755288528,-0.123941094
30.51181027,278.9999503,49.00012561,24999.08439,-0.197851841,0.762381781,-0.131542232
31,278.999949,49.00012898,24999.01702,-0.199574236,0.769052119,-0.139043467
31.51181027,278.9999475,49.00013254,24998.94235,-0.201353286,0.775944697,-0.147165584
32,278.9999462,49.00013597,24998.86715,-0.203025885,0.782427965,-0.155155492
32.51181027,278.9999448,49.00013959,24998.78402,-0.20475384,0.789128913,-0.16378082
33,278.9999434,49.00014308,24998.70051,-0.206378715,0.795433505,-0.172241797
33.51181027,278.9999419,49.00014676,24998.60842,-0.208057685,0.801951388,-0.181351202
34,278.9999405,49.0001503,24998.51614,-0.20963679,0.808085259,-0.190264349
34.51181027,278.999939,49.00015404,24998.41463,-0.211268765,0.814428194,-0.199837356
35,278.9999376,49.00015764,24998.31315,-0.212803945,0.820398884,-0.209182515
35.51181027,278.9999361,49.00016143,24998.20176,-0.214390804,0.82657457,-0.219197351
36,278.9999347,49.00016508,24998.09066,-0.2158838,0.832389234,-0.228953146
36.51181027,278.9999332,49.00016893,24997.96897,-0.217427318,0.83840498,-0.239386794
37,278.9999317,49.00017263,24997.84785,-0.218879777,0.844070412,-0.249530694
37.51181027,278.9999302,49.00017653,24997.71546,-0.220381632,0.849933157,-0.260358961
38,278.9999287,49.00018028,24997.58394,-0.221795113,0.85545581,-0.27086735
38.51181027,278.9999271,49.00018423,24997.44047,-0.223256893,0.861172152,-0.282064949
39,278.9999256,49.00018803,24997.29822,-0.224632868,0.866558163,-0.292913208
39.51181027,278.999924,49.00019204,24997.14332,-0.226056078,0.872134375,-0.304453852
40,278.9999225,49.00019588,24996.99,-0.227395943,0.877389581,-0.315616457
40.51181027,278.9999209,49.00019994,24996.82335,-0.228782006,0.882831632,-0.327472964
41,278.9999194,49.00020383,24996.65867,-0.230087085,0.887961589,-0.338923592
41.51181027,278.9999177,49.00020793,24996.47996,-0.231437352,0.893275162,-0.351068001
42,278.9999162,49.00021187,24996.30366,-0.232708899,0.89828516,-0.362779643
42.51181027,278.9999146,49.00021602,24996.11263,-0.23402465,0.903475668,-0.375183341
43,278.999913,49.00022,24995.92446,-0.235263855,0.908370749,-0.387128429
43.51181027,278.9999113,49.00022419,24995.72087,-0.236546306,0.913443351,-0.399762282
44,278.9999097,49.00022822,24995.52061,-0.2377543,0.918228319,-0.411912818
44.51181027,278.9999081,49.00023246,24995.30424,-0.239004605,0.923187933,-0.424747317
45,278.9999065,49.00023652,24995.09172,-0.24018246,0.927867369,-0.437075009
45.51181027,278.9999048,49.00024081,24994.8624,-0.241401717,0.932718686,-0.450080407
46,278.9999032,49.00024492,24994.63744,-0.242550455,0.937296962,-0.462556813
46.51181027,278.9999014,49.00024924,24994.39502,-0.243739705,0.942044457,-0.475703279
47,278.9998998,49.00025339,24994.1575,-0.244860295,0.946525743,-0.488299945
47.51181027,278.9998981,49.00025776,24993.90186,-0.246020532,0.951173689,-0.501557713
48,278.9998964,49.00026195,24993.65168,-0.247113897,0.955561966,-0.514246318
48.51181027,278.9998947,49.00026636,24993.38272,-0.248246064,0.960114439,-0.527585834
49,278.999893,49.00027059,24993.11981,-0.249313085,0.964413509,-0.540338333
49.51181027,278.9998913,49.00027504,24992.83748,-0.250418081,0.968874406,-0.553730403
50,278.9998896,49.0002793,24992.56179,-0.251459593,0.9730879,-0.566519161
50.51181027,278.9998878,49.0002838,24992.26604,-0.252538275,0.97746094,-0.579935096
51,278.9998861,49.0002881,24991.97756,-0.253555078,0.981592326,-0.592733027
51.51181027,278.9998844,49.00029263,24991.6684,-0.254608262,0.985881064,-0.606144776
52,278.9998826,49.00029697,24991.36712,-0.255601115,0.989933658,-0.618925467
52.51181027,278.9998808,49.00030153,24991.04457,-0.256629582,0.99414149,-0.63230575
53,278.9998791,49.00030591,24990.73054,-0.257599211,0.998118459,-0.645043585
53.51181027,278.9998773,49.00031051,24990.39465,-0.258603702,1.002248632,-0.658366012
54,278.9998756,49.00031492,24990.06793,-0.259550801,1.006153004,-0.671036279
54.51181027,278.9998738,49.00031957,24989.71877,-0.260532026,1.010208622,-0.684275466
55,278.999872,49.00032401,24989.37944,-0.261457256,1.014043292,-0.69685446
55.51181027,278.9998702,49.00032869,24989.01711,-0.262415893,1.018027322,-0.709986124
56,278.9998684,49.00033317,24988.66527,-0.263319885,1.021795058,-0.722451242
56.51181027,278.9998666,49.00033788,24988.2899,-0.264256582,1.025710336,-0.735452295
57,278.9998648,49.00034239,24987.92569,-0.265139942,1.029413784,-0.747782108
57.51181027,278.9998629,49.00034714,24987.53742,-0.266055317,1.033263025,-0.760630731
58,278.9998611,49.00035168,24987.16098,-0.266918622,1.036904716,-0.772805056
58.51181027,278.9998593,49.00035647,24986.75997,-0.267813268,1.040690513,-0.785480766
59,278.9998575,49.00036104,24986.37148,-0.26865707,1.044272868,-0.797480722
59.51181027,278.9998556,49.00036586,24985.95793,-0.269531555,1.047997703,-0.809964421
60,278.9998538,49.00037047,24985.55756,-0.270356384,1.051523037,-0.821772468
60.51181027,278.9998519,49.00037532,24985.13167,-0.271211249,1.055189284,-0.834046482
61,278.9998501,49.00037996,24984.71963,-0.272017612,1.058659811,-0.845646457
61.51181027,278.9998481,49.00038484,24984.28162,-0.272853378,1.06226974,-0.857694564
62,278.9998463,49.00038951,24983.85813,-0.273641759,1.065687577,-0.869071695
62.51181027,278.9998444,49.00039442,24983.40823,-0.274458924,1.06924336,-0.880879139
63,278.9998426,49.00039913,24982.97352,-0.27522979,1.072610535,-0.892020056
63.51181027,278.9998406,49.00040407,24982.51199,-0.276028831,1.076114248,-0.903573546
64,278.9998388,49.0004088,24982.0663,-0.276782629,1.079432698,-0.914466276
64.51181027,278.9998368,49.00041378,24981.59339,-0.277564004,1.082886329,-0.925753981
65,278.999835,49.00041854,24981.13699,-0.278301161,1.086157909,-0.936387938
65.51181027,278.999833,49.00042355,24980.65298,-0.279065311,1.089563358,-0.947399466
66,278.9998311,49.00042834,24980.18613,-0.279786238,1.09278984,-0.957765422
66.51181027,278.9998292,49.00043338,24979.6913,-0.280533585,1.096148926,-0.968491794
67,278.9998273,49.00043819,24979.21426,-0.281238676,1.099332008,-0.978581854
67.51181027,278.9998253,49.00044326,24978.70891,-0.281969626,1.10264647,-0.989015464
68,278.9998234,49.00044811,24978.22197,-0.282659262,1.105787774,-0.998823023
68.51181027,278.9998215,49.00045321,24977.70638,-0.283374203,1.109059276,-1.008957597
69,278.9998196,49.00045808,24977.20983,-0.284048748,1.112160355,-1.018477297
69.51181027,278.9998176,49.00046321,24976.68432,-0.284748056,1.115390489,-1.02830784
70,278.9998157,49.00046811,24976.17844,-0.285407861,1.118452829,-1.03753552
70.51181027,278.9998136,49.00047327,24975.6433,-0.286091896,1.121643117,-1.047058262
71,278.9998117,49.0004782,24975.1284,-0.286737298,1.124668138,-1.055990896
71.51181027,278.9998097,49.00048338,24974.58395,-0.287406408,1.127820039,-1.06520323
72,278.9998078,49.00048834,24974.06031,-0.288037731,1.130809101,-1.073838875
72.51181027,278.9998058,49.00049355,24973.50686,-0.288692249,1.133924006,-1.082739293
73,278.9998038,49.00049853,24972.97479,-0.289309807,1.13687841,-1.091077022
73.51181027,278.9998018,49.00050377,24972.41265,-0.289950054,1.139957654,-1.099665048
74,278.9997999,49.00050878,24971.87244,-0.290554148,1.142878644,-1.107704887
74.51181027,278.9997978,49.00051405,24971.30193,-0.291180436,1.145923503,-1.11598101
75,278.9997959,49.00051908,24970.75387,-0.291771355,1.148812269,-1.123723868
75.51181027,278.9997938,49.00052438,24970.1753,-0.292383982,1.151823962,-1.131689472
76,278.9997919,49.00052944,24969.6197,-0.292962008,1.154681644,-1.139137081
76.51181027,278.9997898,49.00053476,24969.03337,-0.293561262,1.15766134,-1.146794372
77,278.9997878,49.00053985,24968.47051,-0.294126664,1.160489027,-1.153949216
77.51181027,278.9997858,49.00054519,24967.87674,-0.294712824,1.163437842,-1.161301158
78,278.9997838,49.00055031,24967.30692,-0.295265864,1.166236578,-1.168166407
78.51181027,278.9997817,49.00055568,24966.706,-0.295839197,1.169155582,-1.17521665
79,278.9997798,49.00056082,24966.12951,-0.296380126,1.171926364,-1.181796098
79.51181027,278.9997777,49.00056622,24965.52174,-0.296940893,1.174816581,-1.188548911
80,278.9997757,49.00057138,24964.93886,-0.297469954,1.177560363,-1.19484691
80.51181027,278.9997736,49.0005768,24964.32454,-0.298018406,1.180422772,-1.201307117
81,278.9997716,49.00058199,24963.73555,-0.298535835,1.183140469,-1.207328518
81.51181027,278.9997695,49.00058744,24963.11496,-0.299072213,1.185976006,-1.213501436
82,278.9997675,49.00059265,24962.52013,-0.299578237,1.188668493,-1.219251531
82.51181027,278.9997654,49.00059813,24961.89356,-0.300102776,1.191478055,-1.225142908
83,278.9997634,49.00060336,24961.29316,-0.300597616,1.19414617,-1.230627371
83.51181027,278.9997613,49.00060887,24960.66089,-0.301110543,1.196930615,-1.23624333
84,278.9997593,49.00061412,24960.05517,-0.301594411,1.199575158,-1.241468166
84.51181027,278.9997572,49.00061965,24959.41747,-0.302095946,1.202335309,-1.246815149
85,278.9997551,49.00062493,24958.8067,-0.302569048,1.204957049,-1.251786644
85.51181027,278.999753,49.00063048,24958.16383,-0.303059403,1.207693692,-1.256871365
86,278.999751,49.00063579,24957.54826,-0.30352194,1.210293362,-1.261596036
86.51181027,278.9997489,49.00064137,24956.90047,-0.304001322,1.213007251,-1.266425426
87,278.9997468,49.00064669,24956.28034,-0.304453486,1.215585555,-1.27090998
87.51181027,278.9997447,49.00065229,24955.6279,-0.304922094,1.218277411,-1.275491149
88,278.9997426,49.00065765,24955.00343,-0.305364074,1.220835024,-1.27974244
88.51181027,278.9997405,49.00066327,24954.34657,-0.305822102,1.223505538,-1.284082633
89,278.9997384,49.00066864,24953.71801,-0.30625408,1.226043104,-1.288107623
89.51181027,278.9997363,49.00067429,24953.05697,-0.306701716,1.228692938,-1.29221418
90,278.9997342,49.00067969,24952.42453,-0.307123868,1.231211075,-1.296019909
90.51181027,278.9997321,49.00068536,24951.75954,-0.307561295,1.233840864,-1.299900232
91,278.99973,49.00069078,24951.12343,-0.307973792,1.236340166,-1.303493779
91.51181027,278.9997279,49.00069648,24950.45471,-0.308401187,1.238950516,-1.307155299
92,278.9997258,49.00070192,24949.81515,-0.308804197,1.241431549,-1.310543757
92.51181027,278.9997236,49.00070764,24949.14291,-0.309221732,1.244023043,-1.313993906
93,278.9997216,49.0007131,24948.50009,-0.309615416,1.246486352,-1.317184356
93.51181027,278.9997194,49.00071884,24947.82454,-0.310023258,1.249059549,-1.320430539
94,278.9997173,49.00072433,24947.17867,-0.310407774,1.251505655,-1.323430024
94.51181027,278.9997151,49.00073009,24946.5,-0.310806086,1.254061089,-1.326479597
95,278.9997131,49.0007356,24945.85125,-0.311181586,1.256490492,-1.329295102
95.51181027,278.9997109,49.00074139,24945.16967,-0.311570526,1.259028677,-1.332155349
96,278.9997088,49.00074692,24944.51822,-0.31193716,1.261441857,-1.334793782
96.51181027,278.9997066,49.00075273,24943.8339,-0.312316882,1.263963283,-1.337471898
97,278.9997045,49.00075828,24943.17993,-0.312674794,1.2663607,-1.339940075
97.51181027,278.9997023,49.00076411,24942.49305,-0.313045448,1.268865841,-1.34244315
98,278.9997002,49.00076969,24941.83672,-0.313394779,1.271247936,-1.344747777
98.51181027,278.999698,49.00077554,24941.14745,-0.313756511,1.273737244,-1.34708278
99,278.9996959,49.00078114,24940.48892,-0.314097399,1.27610444,-1.349230442
99.51181027,278.9996937,49.00078701,24939.79743,-0.31445035,1.27857835,-1.351404212
100,278.9996916,49.00079263,24939.13685,-0.314782928,1.280931054,-1.353401364
100.5118103,278.9996894,49.00079853,24938.4433,-0.315127237,1.283389983,-1.355420594
101,278.9996873,49.00080416,24937.78082,-0.315451636,1.285728585,-1.35727355
101.5118103,278.9996851,49.00081008,24937.08534,-0.315787438,1.288172934,-1.359144784
102,278.999683,49.00081574,24936.42111,-0.316103786,1.290497808,-1.360859709
102.5118103,278.9996808,49.00082169,24935.72386,-0.316431212,1.292927961,-1.362589333
103,278.9996787,49.00082736,24935.05799,-0.316739631,1.295239468,-1.364172239
103.5118103,278.9996764,49.00083333,24934.35911,-0.317058811,1.297655795,-1.365766473
104,278.9996743,49.00083903,24933.69174,-0.317359423,1.29995428,-1.367223212
104.5118103,278.9996721,49.00084501,24932.99135,-0.317670481,1.302357136,-1.368688108
105,278.99967,49.00085073,24932.32261,-0.317963404,1.304642931,-1.370024369
105.5118103,278.9996677,49.00085674,24931.62084,-0.318266462,1.307032657,-1.371365808
106,278.9996656,49.00086248,24930.95084,-0.318551811,1.309306082,-1.372587115
106.5118103,278.9996634,49.00086851,24930.24781,-0.318846989,1.311683007,-1.373810802
107,278.9996612,49.00087427,24929.57666,-0.319124877,1.313944369,-1.374922513
107.5118103,278.999659,49.00088032,24928.87248,-0.319412291,1.316308808,-1.376033976
108,278.9996569,49.0008861,24928.2003,-0.319682828,1.318558403,-1.377041279
108.5118103,278.9996546,49.00089218,24927.49508,-0.319962592,1.32091066,-1.378045874
109,278.9996525,49.00089798,24926.82195,-0.320225885,1.32314877,-1.37895379
109.5118103,278.9996502,49.00090407,24926.1158,-0.320498111,1.325489137,-1.379856693
110,278.9996481,49.00090989,24925.44182,-0.320754264,1.327716038,-1.380670076
110.5118103,278.9996458,49.000916,24924.73484,-0.321019061,1.330044796,-1.38147629
111,278.9996437,49.00092185,24924.06011,-0.321268178,1.33226075,-1.382199827
111.5118103,278.9996414,49.00092798,24923.35238,-0.321525651,1.33457817,-1.382914181
112,278.9996393,49.00093384,24922.67699,-0.321767832,1.336783432,-1.383552393
112.5118103,278.999637,49.00094,24921.9686,-0.322018086,1.339089774,-1.384179545
113,278.9996349,49.00094588,24921.29262,-0.322253429,1.341284587,-1.384736792
113.5118103,278.9996326,49.00095205,24920.58367,-0.322496566,1.343580104,-1.38528123
114,278.9996305,49.00095795,24919.90718,-0.322725167,1.345764704,-1.385761712
114.5118103,278.9996282,49.00096415,24919.19774,-0.322961286,1.348049636,-1.386227758
115,278.999626,49.00097007,24918.52082,-0.323183239,1.35022425,-1.386635518
115.5118103,278.9996238,49.00097629,24917.81096,-0.323412438,1.352498833,-1.38702733
116,278.9996216,49.00098223,24917.13369,-0.323627835,1.35466368,-1.387366256
116.5118103,278.9996193,49.00098846,24916.42348,-0.323850209,1.356928137,-1.387687833
117,278.9996172,49.00099442,24915.74591,-0.324059141,1.359083428,-1.387961663
117.5118103,278.9996149,49.00100068,24915.03543,-0.324274783,1.361337978,-1.388216849
118,278.9996127,49.00100666,24914.35762,-0.324477338,1.363483916,-1.388429172
118.5118103,278.9996105,49.00101293,24913.64693,-0.32468634,1.365728768,-1.388621657
119,278.9996083,49.00101893,24912.96895,-0.324882604,1.367865551,-1.388775922
119.5118103,278.999606,49.00102523,24912.25811,-0.325085056,1.370100908,-1.388909247
120,278.9996038,49.00103125,24911.58001,-0.325275114,1.372228726,-1.38900876
120.5118103,278.9996015,49.00103756,24910.86907,-0.325471104,1.374454783,-1.389086323
121,278.9995994,49.0010436,24910.19091,-0.325655038,1.376573818,-1.389134256
121.5118103,278.9995971,49.00104994,24909.47993,-0.325844652,1.378790765,-1.389159313
122,278.9995949,49.00105599,24908.80176,-0.326022545,1.380901195,-1.389158707
122.5118103,278.9995926,49.00106235,24908.09078,-0.326205867,1.383109214,-1.389134379
123,278.9995904,49.00106842,24907.41264,-0.326377798,1.385211212,-1.389088144
